first,second,third,freq
professor,dumbledore,teach,7
dumbledore,clapped,hands,7
professor,dumbledore,professors,7
offered,small,smile,7
corner,great,hall,7
helping,professor,lupin,7
moody,new,defense,7
would,care,join,7
last,seven,years,7
professor,mcgonagall,aware,7
closer,professor,dumbledore,7
professor,hogwarts,one,7
professor,snape,situation,7
last,two,weeks,7
orders,professor,mcgonagall,7
use,common,phrase,7
common,phrase,done,7
phrase,done,bunk,7
cheer,erupted,gryffindors,7
erupted,gryffindors,hufflepuffs,7
ex,dada,professor,7
left,professor,vector,7
professor,dumbledore,met,7
boil,cure,potion,7
hermione,said,harry,7
slid,seat,next,7
professor,said,shortly,7
said,shake,head,7
actually,professor,said,7
professor,longbottom,started,7
one,morning,professor,7
chamber,secrets,opened,7
become,hogwarts,professor,7
transfiguration,professor,well,7
voice,came,behind,7
wondered,whether,professor,7
harry,said,walking,7
met,professor,moody,7
professor,lupin,join,7
surprisingly,professor,snape,7
hermione,decided,would,7
professor,vector,frowned,7
something,professor,trelawney,7
little,surprised,professor,7
walked,professor,lupin,7
hermione,granger,ronald,7
granger,ronald,weasley,7
body,bind,curse,7
pleasure,introduce,new,7
received,owl,professor,7
woman,named,professor,7
would,never,thought,7
bumped,professor,dumbledore,7
love,draco,malfoy,7
met,professor,gaze,7
professor,said,sweetly,7
scary,professor,snape,7
vaguely,aware,professor,7
corner,saw,professor,7
finish,professor,snape,7
tonight,midnight,servant,7
midnight,servant,set,7
saying,goodbye,professor,7
turned,head,see,7
harry,felt,magic,7
mcgonagall,came,followed,7
back,professor,lockhart,7
us,make,sure,7
professor,dumbledore,things,7
professor,snape,six,7
professor,silvanus,kettleburn,7
former,da,professor,7
professor,mcgonagall,brushed,7
astronomy,teacher,professor,7
little,first,year,7
next,day,hermione,7
professor,snape,low,7
professor,snape,danger,7
courtesy,professor,mcgonagall,7
many,many,years,7
saying,pretty,obvious,7
fight,professor,mcgonagall,7
professor,snape,motioned,7
lupin,said,smiling,7
professor,sprout,used,7
professor,lupin,friends,7
according,professor,lupin,7
dumbledore,stood,make,7
entered,professor,dumbledore,7
said,please,professor,7
made,way,quickly,7
three,hours,later,7
headmistress,professor,sprout,7
calderon,professor,ashain,7
professor,sprout,joined,7
older,professor,mcgonagall,7
owl,professor,snape,7
arthur,weasley,professor,7
house,cup,professor,7
potion,professor,mcgonagall,7
uh,thank,professor,7
need,go,hospital,7
professor,moody,barty,7
professor,kingsley,shacklebolt,7
professor,charlie,weasley,7
waited,professor,lupin,7
called,slug,club,7
people,know,professor,7
mcgonagall,came,hurrying,7
take,professor,trelawney,7
professor,flitwick,must,7
last,lesson,day,7
open,mouthed,professor,7
back,towards,castle,7
professor,smith,standing,7
professor,mcgonagall,sorting,7
professor,dumbledore,memory,7
professor,snape,welcome,7
face,professor,quirrell,7
professor,snape,mad,7
award,beloved,defence,7
informed,professor,slughorn,7
please,professor,hermione,7
professor,LSB,RSB,7
harry,come,back,7
almost,exactly,like,7
professor,snape,hesitated,7
asked,looking,around,7
said,professor,said,7
class,day,potions,7
father,professor,moody,7
call,name,professor,7
learn,subtle,science,7
professor,mckinnel,looked,7
stood,beside,professor,7
professor,sprout,entered,7
LCB,RCB,LCB,7
RCB,LCB,RCB,7
sounds,like,something,7
day,would,come,7
professor,lupin,defence,7
professor,dumbledore,end,7
private,tutoring,professor,7
professor,quirrell,looked,7
punishment,professor,snape,7
professor,snape,glided,7
professor,riddle,looked,7
friendship,professor,snape,7
professor,going,make,7
professor,flitwick,delighted,7
please,professor,flitwick,7
floo,powder,professor,7
two,professor,potters,7
yes,professor,neville,7
gave,slight,nod,7
lupin,last,year,7
leaned,back,seat,7
eyes,twinkling,merrily,7
black,haired,boy,7
mean,professor,said,7
flitwick,said,would,7
first,lesson,day,7
professor,sprout,decided,7
professor,flitwick,frowned,7
professor,nowhere,seen,7
professor,crystal,answered,7
crystal,stated,causing,7
stated,causing,dawn,7
ex,professor,said,7
great,hall,20,7
hall,20,00,7
umbridge,professor,snape,7
hello,professor,ginny,7
professor,malfoy,would,7
sorry,professor,umbridge,7
short,charms,professor,7
brother,professor,dumbledore,7
much,taller,standing,7
taller,standing,sitting,7
standing,sitting,moment,7
sitting,moment,nobody,7
moment,nobody,understood,7
nobody,understood,dumbledore,7
understood,dumbledore,stopped,7
cleared,throat,hem,7
throat,hem,hem,7
became,clear,got,7
clear,got,feet,7
got,feet,intending,7
feet,intending,make,7
intending,make,speech,7
professor,vector,given,7
since,last,night,7
often,professor,snape,7
mr,potter,may,7
professor,please,hermione,7
attacked,professor,mcgonagall,7
situation,professor,mcgonagall,7
professor,moody,shouted,7
said,gesturing,towards,7
late,professor,flitwick,7
professor,vector,arrived,7
anti,apparition,wards,7
voldemort,possessing,professor,7
said,professor,bingley,7
lily,could,see,7
professor,said,meekly,7
professor,h,g,7
professor,dale,said,7
professor,grubly,plank,7
charlie,hermione,adam,7
professor,blackwell,looked,7
said,professor,gondolin,7
professor,henry,said,7
professor,lockhart,must,7
said,professor,nelson,7
looked,professor,lovejoy,7
professor,mcgonagall,regulus,7
regulus,professor,mcgonagall,7
looked,straight,professor,6
professor,snape,terrible,6
professor,placed,hand,6
professor,snape,allowing,6
snape,grabbed,arm,6
hand,hand,combat,6
day,class,professor,6
dumbledore,would,hire,6
second,floor,corridor,6
commanded,professor,mcgonagall,6
arrived,headmaster,office,6
professor,nodded,curtly,6
professor,hogwarts,said,6
looked,like,old,6
snape,made,appearance,6
arts,professor,could,6
believe,professor,said,6
professor,evans,said,6
ca,wait,professor,6
lockhart,new,defense,6
ready,professor,snape,6
without,turning,around,6
snape,said,neville,6
extra,credit,professor,6
p,professor,potter,6
professor,one,best,6
without,second,thought,6
throughout,great,hall,6
professor,slughorn,sighed,6
professor,dumbledore,peering,6
mcgonagall,said,slowly,6
visit,hospital,wing,6
snape,old,potions,6
lady,professor,mcgonagall,6
e,w,ts,6
avoiding,eye,contact,6
department,regulation,control,6
year,professor,said,6
like,last,year,6
thing,tomorrow,morning,6
smiled,looked,professor,6
snape,would,really,6
professor,know,happened,6
would,give,away,6
voldemort,attached,back,6
held,hand,said,6
professor,mcgonagall,clearing,6
hermione,would,never,6
professor,longbottom,also,6
dark,arts,remus,6
arts,remus,lupin,6
classes,professor,lupin,6
professor,hagrid,care,6
back,next,week,6
professor,lupin,moved,6
sorry,professor,began,6
reminded,hermione,professor,6
murdering,professor,dumbledore,6
professor,mcgonagall,quick,6
us,professor,said,6
sheer,dumb,luck,6
detention,professor,carrow,6
every,hogwarts,student,6
professor,alex,summers,6
asked,question,professor,6
said,professor,looked,6
asked,charms,professor,6
professor,walked,door,6
said,professor,voice,6
quidditch,world,cup,6
decided,professor,snape,6
window,saw,professor,6
walked,back,desk,6
keep,calling,professor,6
make,feel,like,6
serious,professor,mcgonagall,6
gaze,potions,professor,6
need,apologize,professor,6
professor,sprout,RRB,6
hair,blue,eyes,6
taught,ancient,runes,6
teacher,professor,kettleburn,6
said,turned,around,6
said,ask,professor,6
harry,potter,new,6
professor,must,named,6
potter,madam,pomfrey,6
potter,severus,snape,6
would,care,explain,6
back,conversation,professor,6
lily,potter,professor,6
like,head,house,6
look,see,professor,6
professor,mcgonagall,missing,6
go,unnoticed,professor,6
watched,professor,moody,6
professor,moody,walked,6
much,trouble,professor,6
professor,moody,entered,6
although,professor,lupin,6
attention,rest,class,6
noticed,professor,moody,6
ron,hermione,left,6
professor,moody,still,6
potter,professor,moody,6
taking,points,gryffindor,6
snape,standing,right,6
harry,looked,nervously,6
looked,nervously,professor,6
eight,clock,christmas,6
clock,christmas,day,6
professor,dumbledore,approved,6
mcgonagall,called,champions,6
running,professor,dumbledore,6
confused,professor,snape,6
looked,shoulder,see,6
looked,harry,eyes,6
dumbledore,last,night,6
professor,dumbledore,surprised,6
stay,hospital,wing,6
professor,moody,teaching,6
snape,called,away,6
started,walk,away,6
training,professor,mcgonagall,6
opened,office,door,6
assume,professor,dumbledore,6
professor,dumbledore,top,6
professor,dumbledore,wards,6
professor,dumbledore,three,6
professor,seated,behind,6
dada,professor,looked,6
opened,door,office,6
crush,potions,professor,6
joining,us,year,6
great,deal,respect,6
professor,dumbledore,familiar,6
asked,madam,pomfrey,6
enough,make,professor,6
miss,greengrass,professor,6
grabbed,harry,arm,6
mcgonagall,time,turner,6
professor,dumbledore,sending,6
kill,professor,quirrell,6
harry,spotted,professor,6
went,professor,sprout,6
ravenclaw,LRB,professor,6
LRB,professor,sprout,6
professor,snape,pansy,6
members,dumbledore,army,6
also,new,head,6
eyes,fixed,professor,6
dumbledore,said,one,6
heard,professor,moody,6
mcgonagall,professor,vector,6
harry,left,room,6
hi,professor,harry,6
head,table,great,6
took,potions,professor,6
professor,snape,table,6
want,anyone,else,6
missing,professor,mcgonagall,6
professor,perhaps,heard,6
perhaps,heard,wrong,6
professor,mcgonagall,fred,6
professor,mcgonagall,covered,6
professor,mcgonagall,name,6
really,believe,professor,6
mr,lupin,said,6
professor,lupin,handed,6
professor,mcgonagall,peering,6
trailed,professor,mcgonagall,6
professor,mcgonagall,settled,6
molly,arthur,weasley,6
white,haired,professor,6
continued,professor,lupin,6
afternoon,class,professor,6
lupin,said,kindly,6
said,made,way,6
pulled,harry,aside,6
professor,harry,says,6
use,transfiguration,punishment,6
best,professor,harry,6
listening,professor,dumbledore,6
von,strang,und,6
strang,und,luytens,6
want,know,happened,6
suggest,professor,snape,6
professor,tell,going,6
harry,ron,turned,6
harry,suddenly,found,6
professor,mcgonagall,determine,6
said,twinkle,eye,6
saw,professor,lockhart,6
ought,tell,professor,6
help,harry,said,6
alert,professor,snape,6
would,told,professor,6
professor,snape,trusted,6
professor,snape,storeroom,6
snape,said,dryly,6
snape,waved,wand,6
back,forth,front,6
snape,knew,would,6
worth,detention,professor,6
snape,walked,around,6
applause,professor,sprout,6
mandrake,restorative,draught,6
return,next,year,6
fifth,seventh,year,6
little,professor,snape,6
professor,said,way,6
said,way,greeting,6
knocking,professor,snape,6
rounded,corner,professor,6
professor,snape,forbidden,6
thought,would,like,6
distracted,professor,snape,6
acting,like,professor,6
snape,right,behind,6
must,professor,dumbledore,6
time,around,professor,6
potion,professor,dumbledore,6
something,going,professor,6
dumbledore,minerva,mcgonagall,6
yes,professor,boy,6
professor,snape,flitwick,6
high,squeaky,voice,6
professor,mcgonagall,kindly,6
well,well,well,6
professor,transfiguration,head,6
professor,snape,current,6
death,eater,head,6
black,haired,man,6
would,leave,professor,6
professor,herbology,neville,6
herbology,neville,longbottom,6
eyes,turned,towards,6
professor,longbottom,hogwarts,6
professor,mcgonagall,places,6
professor,flitwick,discuss,6
escorted,hospital,wing,6
thank,thank,professor,6
thank,professor,managed,6
took,seat,table,6
professor,mcgonagal,said,6
talk,professor,like,6
arts,defence,professor,6
stepped,forward,professor,6
held,breath,professor,6
really,want,get,6
madam,pomfrey,talking,6
another,piece,parchment,6
master,snape,professor,6
professor,gave,look,6
moved,front,class,6
harry,stood,walked,6
stood,walked,front,6
professor,snape,lecturing,6
professor,mcgonagall,rapped,6
professor,harry,looked,6
professor,snape,behaviour,6
want,disturb,professor,6
arm,around,shoulder,6
arm,wrapped,around,6
wrapped,around,shoulders,6
knelt,beside,professor,6
professor,face,became,6
professor,ever,heard,6
harry,realised,professor,6
asked,mr,potter,6
animagi,professor,mcgonagall,6
mcgonagall,said,finally,6
darks,arts,professor,6
professor,said,lee,6
need,defense,dark,6
bumped,professor,mcgonagall,6
professor,snape,asleep,6
professor,snape,listened,6
james,potter,boy,6
magic,lesson,professor,6
term,professor,dumbledore,6
head,gleaming,candlelight,6
gleaming,candlelight,big,6
waistcoated,belly,casting,6
belly,casting,table,6
casting,table,shadow,6
table,shadow,former,6
shadow,former,colleague,6
snape,meanwhile,dumbledore,6
awaiting,professor,mcgonagall,6
professor,slughorn,however,6
half,professor,mcgonagall,6
professor,slughorn,wearing,6
made,way,side,6
appeared,professor,trelawney,6
professor,trelawney,side,6
something,right,professor,6
well,professor,wondering,6
said,crossing,arms,6
harry,say,something,6
professor,lupin,severus,6
tell,happened,professor,6
professor,sorry,said,6
professor,lupin,stayed,6
recognized,professor,lupin,6
professor,flitwick,day,6
snape,would,go,6
weasley,charlie,weasley,6
course,action,would,6
listen,professor,flitwick,6
professor,flitwick,words,6
professor,sprout,retiring,6
dumbledore,old,office,6
wanted,find,professor,6
harry,said,finally,6
back,front,room,6
thought,maybe,professor,6
professor,desk,front,6
walked,front,classroom,6
mr,potter,one,6
came,behind,professor,6
said,inclining,head,6
professor,mcgonagall,raising,6
day,school,professor,6
happier,anybody,think,6
anybody,think,little,6
already,sent,owl,6
professor,snape,visited,6
time,ago,professor,6
professor,boy,lived,6
LRB,bewitch,friends,6
said,harry,noticed,6
boggart,professor,snape,6
professor,flitwick,look,6
began,making,way,6
let,madam,pomfrey,6
moment,later,harry,6
professor,lowered,wand,6
position,professor,dumbledore,6
really,think,good,6
despite,fact,professor,6
harry,glared,back,6
professor,dumbledore,today,6
mcgonagall,tell,happened,6
sorry,professor,oh,6
echoed,around,room,6
shall,tell,professor,6
professor,mcgonagall,onto,6
dean,seamus,professor,6
never,told,anyone,6
professor,lockhart,used,6
believe,know,professor,6
professor,flitwick,climbed,6
clear,professor,snape,6
mean,like,professor,6
professor,lupin,sacked,6
highly,doubt,professor,6
could,explain,professor,6
helping,professor,slughorn,6
thank,professor,blaise,6
facing,professor,snape,6
back,potions,class,6
permission,go,hogsmeade,6
professor,mcgonagall,checking,6
close,behind,professor,6
check,make,sure,6
hermione,sat,professor,6
flitwick,entered,room,6
holding,door,open,6
start,little,duelling,6
teacher,professor,lockhart,6
dumbledore,said,stood,6
harry,fell,silent,6
door,turned,around,6
make,professor,flitwick,6
ca,find,professor,6
harry,said,though,6
make,professor,lupin,6
professor,lupin,saved,6
three,times,professor,6
lesson,said,professor,6
right,neville,said,6
back,harry,professor,6
professor,lupin,shrugged,6
shook,head,turned,6
eye,could,see,6
everyone,said,professor,6
exclaimed,professor,flitwick,6
eyes,flicked,professor,6
professor,lupin,cut,6
professor,mcgonagall,regarded,6
professor,mcgonagall,despite,6
longer,professor,said,6
professor,mcgonagall,concerned,6
pro,professor,dumbledore,6
matter,hard,tried,6
professor,snape,remarked,6
door,held,open,6
great,hall,halloween,6
make,things,worse,6
get,one,professor,6
snape,finally,said,6
christmas,holidays,professor,6
snape,found,professor,6
professor,looked,tired,6
professor,long,ago,6
could,see,snape,6
snape,entered,hospital,6
breakfast,professor,snape,6
say,anything,hermione,6
neither,professor,dumbledore,6
professor,mcgonagall,open,6
never,liked,professor,6
noticed,professor,quirrell,6
door,infirmary,opened,6
professor,snape,finish,6
professor,dumbledore,check,6
dumbledore,made,clear,6
smiled,old,professor,6
professor,snape,discussed,6
professor,sprout,done,6
voice,sounded,behind,6
dark,arts,today,6
fine,professor,replied,6
fine,thank,professor,6
prepared,professor,snape,6
time,saw,professor,6
friend,hermione,granger,6
managed,convince,professor,6
professor,mcgonagall,surely,6
pushed,way,crowd,6
saviour,wizarding,world,6
wizengamot,supreme,mugwump,6
offered,professor,mcgonagall,6
whisper,urgently,professor,6
